,y,x,osmid,highway,ref,route_ref,geometry
6802717059,1.3894975,103.8438088,6802717059,,,,POINT (103.8438088 1.3894975)
6804477853,1.3650318,103.8901952,6804477853,,,,POINT (103.8901952 1.3650318)
6804487000,1.3642062,103.8893527,6804487000,,,,POINT (103.8893527 1.3642062)
6804487001,1.3637262,103.8888538,6804487001,,,,POINT (103.8888538 1.3637262)
6804560648,1.3633763,103.8886741,6804560648,,,,POINT (103.8886741 1.3633763)
6804560649,1.3649342,103.8902915,6804560649,,,,POINT (103.8902915 1.3649342)
6804697545,1.3672778,103.8885252,6804697545,,,,POINT (103.8885252 1.3672778)
6804896926,1.3642277,103.8922924,6804896926,,,,POINT (103.8922924 1.3642277)
6805732396,1.3617039,103.8867084,6805732396,,,,POINT (103.8867084 1.3617039)
6806121529,1.3915568,103.8565144,6806121529,,,,POINT (103.8565144 1.3915568)
6806121530,1.392498,103.8517937,6806121530,,,,POINT (103.8517937 1.392498)
6806695844,1.2803753,103.8515653,6806695844,,,,POINT (103.8515653 1.2803753)
6806695845,1.2802973,103.851657,6806695845,,,,POINT (103.851657 1.2802973)
6806822494,1.3662977,103.8917238,6806822494,,,,POINT (103.8917238 1.3662977)
6806920857,1.3675104,103.8929475,6806920857,,,,POINT (103.8929475 1.3675104)
6806936407,1.4237242,103.836831,6806936407,,,,POINT (103.836831 1.4237242)
6806950217,1.3698587,103.8941431,6806950217,,,,POINT (103.8941431 1.3698587)
6807144832,1.3698426,103.8942363,6807144832,,,,POINT (103.8942363 1.3698426)
6807144833,1.3699633,103.8941625,6807144833,,,,POINT (103.8941625 1.3699633)
6807144834,1.3700424,103.894123,6807144834,,,,POINT (103.894123 1.3700424)
6807144835,1.3713712,103.89258,6807144835,,,,POINT (103.89258 1.3713712)
6807144836,1.371308,103.8917204,6807144836,,,,POINT (103.8917204 1.371308)
6807144837,1.3712839,103.8916513,6807144837,,,,POINT (103.8916513 1.3712839)
6807332209,1.3834087,103.8896685,6807332209,,,,POINT (103.8896685 1.3834087)
6807332210,1.3833869,103.8896509,6807332210,,,,POINT (103.8896509 1.3833869)
6807337635,1.3765971,103.9023332,6807337635,,,,POINT (103.9023332 1.3765971)
6807869639,1.3966703,103.8465849,6807869639,,,,POINT (103.8465849 1.3966703)
6810468666,1.3690073,103.8949585,6810468666,,,,POINT (103.8949585 1.3690073)
6810468667,1.368817,103.8951328,6810468667,,,,POINT (103.8951328 1.368817)
6810487445,1.3661844,103.8974221,6810487445,,,,POINT (103.8974221 1.3661844)
6810566992,1.3729517,103.8937595,6810566992,,,,POINT (103.8937595 1.3729517)
6810584508,1.3091536,103.9269171,6810584508,,,,POINT (103.9269171 1.3091536)
6810653848,1.363253,103.8957149,6810653848,,,,POINT (103.8957149 1.363253)
6810653849,1.365071,103.8973001,6810653849,,,,POINT (103.8973001 1.365071)
6811040925,1.3739861,103.8944549,6811040925,,,,POINT (103.8944549 1.3739861)
6811040926,1.3745566,103.8949384,6811040926,,,,POINT (103.8949384 1.3745566)
6811040927,1.3754884,103.8955419,6811040927,,,,POINT (103.8955419 1.3754884)
6811040928,1.3743796,103.8946353,6811040928,,,,POINT (103.8946353 1.3743796)
6811040929,1.374269,103.8945528,6811040929,,,,POINT (103.8945528 1.374269)
6811040930,1.3739036,103.8942906,6811040930,,,,POINT (103.8942906 1.3739036)
6811299109,1.37458,103.8947935,6811299109,,,,POINT (103.8947935 1.37458)
6812141198,1.385887,103.8423014,6812141198,,,,POINT (103.8423014 1.385887)
6812342129,1.3860814,103.8424033,6812342129,,,,POINT (103.8424033 1.3860814)
6816654472,1.3773654,103.8966764,6816654472,,,,POINT (103.8966764 1.3773654)
6817454857,1.3016204,103.8381882,6817454857,,,,POINT (103.8381882 1.3016204)
6817454858,1.3017933,103.8377859,6817454858,,,,POINT (103.8377859 1.3017933)
6817454859,1.3023578,103.8367398,6817454859,,,,POINT (103.8367398 1.3023578)
6817454860,1.3035484,103.8346182,6817454860,,,,POINT (103.8346182 1.3035484)
6817864564,1.3941046,103.8915877,6817864564,,,,POINT (103.8915877 1.3941046)
6817864565,1.3941663,103.891328,6817864565,,,,POINT (103.891328 1.3941663)
6818589028,1.4433736,103.8299498,6818589028,,,,POINT (103.8299498 1.4433736)
6818689623,1.369342,103.8560131,6818689623,,,,POINT (103.8560131 1.369342)
6818689624,1.369184,103.8562522,6818689624,,,,POINT (103.8562522 1.369184)
6818858574,1.3634779,103.8479858,6818858574,,,,POINT (103.8479858 1.3634779)
6821129506,1.3933448,103.9033588,6821129506,,,,POINT (103.9033588 1.3933448)
6821129507,1.3932806,103.9034822,6821129507,,,,POINT (103.9034822 1.3932806)
6821129508,1.3934681,103.9033673,6821129508,,,,POINT (103.9033673 1.3934681)
6821129509,1.3930644,103.9041506,6821129509,,,,POINT (103.9041506 1.3930644)
6821129510,1.3929293,103.904371,6821129510,,,,POINT (103.904371 1.3929293)
6821129511,1.3927536,103.9046193,6821129511,,,,POINT (103.9046193 1.3927536)
6821129512,1.3928491,103.904485,6821129512,,,,POINT (103.904485 1.3928491)
6821129513,1.392687,103.9045045,6821129513,,,,POINT (103.9045045 1.392687)
6821129514,1.3921896,103.9051415,6821129514,,,,POINT (103.9051415 1.3921896)
6821129515,1.3924296,103.9048424,6821129515,,,,POINT (103.9048424 1.3924296)
6821129516,1.3922808,103.9052381,6821129516,,,,POINT (103.9052381 1.3922808)
6821129517,1.3925275,103.9049189,6821129517,,,,POINT (103.9049189 1.3925275)
6821129518,1.3923023,103.9050047,6821129518,,,,POINT (103.9050047 1.3923023)
6821129519,1.3925557,103.9046788,6821129519,,,,POINT (103.9046788 1.3925557)
6821129520,1.392974,103.9040592,6821129520,,,,POINT (103.9040592 1.392974)
6821129521,1.3929997,103.9042539,6821129521,,,,POINT (103.9042539 1.3929997)
6821525199,1.379713,103.8987216,6821525199,,,,POINT (103.8987216 1.379713)
6821615323,1.3849418,103.8964082,6821615323,,,,POINT (103.8964082 1.3849418)
6821626456,1.3846173,103.9004892,6821626456,,,,POINT (103.9004892 1.3846173)
6821757573,1.3816999,103.9024398,6821757573,,,,POINT (103.9024398 1.3816999)
6821757574,1.3807829,103.8970801,6821757574,,,,POINT (103.8970801 1.3807829)
6821757575,1.3851804,103.896376,6821757575,,,,POINT (103.896376 1.3851804)
6821850126,1.3834831,103.8931936,6821850126,,,,POINT (103.8931936 1.3834831)
6822120277,1.3828516,103.9035925,6822120277,,,,POINT (103.9035925 1.3828516)
6822772146,1.3319348,103.9553136,6822772146,,,,POINT (103.9553136 1.3319348)
6823297996,1.3230531,103.8180336,6823297996,,,,POINT (103.8180336 1.3230531)
6823298007,1.323084,103.8176705,6823298007,,,,POINT (103.8176705 1.323084)
6824335701,1.3810673,103.9035101,6824335701,,,,POINT (103.9035101 1.3810673)
6824391134,1.3334931,103.9007378,6824391134,,,,POINT (103.9007378 1.3334931)
6824391139,1.3328057,103.9012335,6824391139,,,,POINT (103.9012335 1.3328057)
6824445768,1.3353671,103.8880558,6824445768,,,,POINT (103.8880558 1.3353671)
6824642371,1.2748559,103.8633039,6824642371,,,,POINT (103.8633039 1.2748559)
6824642372,1.2748774,103.8632715,6824642372,,,,POINT (103.8632715 1.2748774)
6824642373,1.2748294,103.8633436,6824642373,,,,POINT (103.8633436 1.2748294)
6824642374,1.274429,103.8639957,6824642374,,,,POINT (103.8639957 1.274429)
6824642375,1.2743077,103.8641949,6824642375,,,,POINT (103.8641949 1.2743077)
6829092384,1.3803605,103.9046694,6829092384,,,,POINT (103.9046694 1.3803605)
6829170985,1.3803297,103.9048317,6829170985,,,,POINT (103.9048317 1.3803297)
6829170986,1.3802144,103.9052367,6829170986,,,,POINT (103.9052367 1.3802144)
6829170987,1.3802788,103.9050195,6829170987,,,,POINT (103.9050195 1.3802788)
6829197782,1.4304297,103.8327268,6829197782,,,,POINT (103.8327268 1.4304297)
6829280270,1.3681228,103.9074271,6829280270,,,,POINT (103.9074271 1.3681228)
6829280271,1.3666785,103.906724,6829280271,,,,POINT (103.906724 1.3666785)
6839814769,1.3104763,103.8942139,6839814769,,,,POINT (103.8942139 1.3104763)
6858666405,1.3504772,103.9855877,6858666405,,,,POINT (103.9855877 1.3504772)
6865900789,1.3579991,103.8741773,6865900789,,,,POINT (103.8741773 1.3579991)
6873115633,1.3050083,103.8315763,6873115633,,,,POINT (103.8315763 1.3050083)
6874584387,1.328169,103.8619482,6874584387,,,,POINT (103.8619482 1.328169)
6879022894,1.320635,103.776539,6879022894,,,,POINT (103.776539 1.320635)
6879022895,1.3206309,103.7773085,6879022895,,,,POINT (103.7773085 1.3206309)
6879022898,1.3197729,103.7818953,6879022898,,,,POINT (103.7818953 1.3197729)
6879157307,1.3197474,103.7821139,6879157307,,,,POINT (103.7821139 1.3197474)
6881812798,1.3903703,103.8957243,6881812798,,,,POINT (103.8957243 1.3903703)
6882616013,1.4055591,103.9016439,6882616013,,,,POINT (103.9016439 1.4055591)
6882789892,1.4293391,103.8352713,6882789892,,,,POINT (103.8352713 1.4293391)
6882789893,1.4274205,103.8351734,6882789893,,,,POINT (103.8351734 1.4274205)
6882789894,1.4304424,103.8360371,6882789894,,,,POINT (103.8360371 1.4304424)
6883071488,1.3228653,103.8192806,6883071488,,,,POINT (103.8192806 1.3228653)
6883071498,1.3228357,103.8193917,6883071498,,,,POINT (103.8193917 1.3228357)
6883071502,1.3229115,103.8191137,6883071502,,,,POINT (103.8191137 1.3229115)
6886302873,1.3911062,103.8768067,6886302873,,,,POINT (103.8768067 1.3911062)
6886456759,1.3306248,103.8390767,6886456759,,,,POINT (103.8390767 1.3306248)
6887358986,1.3379129,103.8373665,6887358986,crossing,,,POINT (103.8373665 1.3379129)
6887358987,1.33791,103.8372323,6887358987,crossing,,,POINT (103.8372323 1.33791)
6895344599,1.3698627,103.8485429,6895344599,,,,POINT (103.8485429 1.3698627)
6895384433,1.3925326,103.9047087,6895384433,,,,POINT (103.9047087 1.3925326)
6895384442,1.3927729,103.904383,6895384442,,,,POINT (103.904383 1.3927729)
6895851975,1.3549398,103.831764,6895851975,,,,POINT (103.831764 1.3549398)
6895851982,1.3469081,103.8384162,6895851982,,,,POINT (103.8384162 1.3469081)
6896037895,1.3312832,103.7963699,6896037895,,,,POINT (103.7963699 1.3312832)
6896264194,1.4476179,103.8196012,6896264194,,,,POINT (103.8196012 1.4476179)
6896369617,1.3558139,103.8305493,6896369617,,,,POINT (103.8305493 1.3558139)
6896636550,1.3478439,103.8381869,6896636550,,,,POINT (103.8381869 1.3478439)
6897822484,1.3897225,103.8636199,6897822484,,,,POINT (103.8636199 1.3897225)
6897953382,1.3077786,103.8470909,6897953382,traffic_signals,,,POINT (103.8470909 1.3077786)
6901223390,1.3439769,103.8606436,6901223390,,,,POINT (103.8606436 1.3439769)
6903206150,1.3308047,103.7976623,6903206150,,,,POINT (103.7976623 1.3308047)
6904206512,1.3207972,103.7783092,6904206512,,,,POINT (103.7783092 1.3207972)
6905553878,1.4043974,103.8653047,6905553878,,,,POINT (103.8653047 1.4043974)
6905553879,1.4045583,103.8655139,6905553879,,,,POINT (103.8655139 1.4045583)
6905553880,1.4045824,103.8655434,6905553880,,,,POINT (103.8655434 1.4045824)
6906342211,1.3246783,103.8101846,6906342211,,,,POINT (103.8101846 1.3246783)
6906342212,1.3245097,103.8096233,6906342212,,,,POINT (103.8096233 1.3245097)
6906342213,1.3245486,103.8096012,6906342213,,,,POINT (103.8096012 1.3245486)
6906342214,1.3245904,103.8095868,6906342214,,,,POINT (103.8095868 1.3245904)
6906342215,1.3244717,103.8096674,6906342215,,,,POINT (103.8096674 1.3244717)
6906348901,1.3993725,103.8725796,6906348901,,,,POINT (103.8725796 1.3993725)
6906348902,1.3993268,103.8724847,6906348902,,,,POINT (103.8724847 1.3993268)
6906348906,1.3951606,103.876055,6906348906,,,,POINT (103.876055 1.3951606)
6906348907,1.3951714,103.8760234,6906348907,,,,POINT (103.8760234 1.3951714)
6906348908,1.3952619,103.8758826,6906348908,,,,POINT (103.8758826 1.3952619)
6906348909,1.3952418,103.8759108,6906348909,,,,POINT (103.8759108 1.3952418)
6906348919,1.3985741,103.8759845,6906348919,,,,POINT (103.8759845 1.3985741)
6906348920,1.3984682,103.8758679,6906348920,,,,POINT (103.8758679 1.3984682)
6906348925,1.3962962,103.8756305,6906348925,,,,POINT (103.8756305 1.3962962)
6906348926,1.3983287,103.8758048,6906348926,,,,POINT (103.8758048 1.3983287)
6906348927,1.3984078,103.875829,6906348927,,,,POINT (103.875829 1.3984078)
6906348928,1.3986331,103.8761388,6906348928,,,,POINT (103.8761388 1.3986331)
6906348929,1.398613,103.8760529,6906348929,,,,POINT (103.8760529 1.398613)
6906416720,1.3286687,103.8035381,6906416720,,,,POINT (103.8035381 1.3286687)
6906561934,1.3224289,103.8190117,6906561934,,,,POINT (103.8190117 1.3224289)
6906561935,1.3229612,103.8188374,6906561935,,,,POINT (103.8188374 1.3229612)
6906561936,1.3229786,103.8186671,6906561936,,,,POINT (103.8186671 1.3229786)
6906735174,1.3170672,103.8933204,6906735174,,,,POINT (103.8933204 1.3170672)
6907383366,1.3999054,103.9142811,6907383366,,,,POINT (103.9142811 1.3999054)
6907410655,1.3418877,103.8357421,6907410655,,,,POINT (103.8357421 1.3418877)
6907584732,1.3650175,103.8973537,6907584732,,,,POINT (103.8973537 1.3650175)
6909225705,1.3854928,103.999857,6909225705,,,,POINT (103.999857 1.3854928)
6909887793,1.3164786,103.7711853,6909887793,,,,POINT (103.7711853 1.3164786)
6909887794,1.3163539,103.7707722,6909887794,,,,POINT (103.7707722 1.3163539)
6909887795,1.3138105,103.7685634,6909887795,,,,POINT (103.7685634 1.3138105)
6909887796,1.3163687,103.7712269,6909887796,,,,POINT (103.7712269 1.3163687)
6909887798,1.3127735,103.7638776,6909887798,,,,POINT (103.7638776 1.3127735)
6909887799,1.3140358,103.7635088,6909887799,,,,POINT (103.7635088 1.3140358)
6913094587,1.3570275,103.8290948,6913094587,,,,POINT (103.8290948 1.3570275)
6913293758,1.3615692,103.86799,6913293758,,,,POINT (103.86799 1.3615692)
6913550838,1.3537936,103.9539912,6913550838,,,,POINT (103.9539912 1.3537936)
6913550842,1.3537686,103.9543393,6913550842,,,,POINT (103.9543393 1.3537686)
6913550843,1.3537633,103.9533354,6913550843,,,,POINT (103.9533354 1.3537633)
6914252863,1.3916902,103.9056739,6914252863,,,,POINT (103.9056739 1.3916902)
6919435807,1.3018874,103.8375952,6919435807,crossing,,,POINT (103.8375952 1.3018874)
6923883536,1.4428738,103.8303547,6923883536,bus_stop,,117;169;883,POINT (103.8303547 1.4428738)
6925963145,1.3586851,103.9890531,6925963145,,,,POINT (103.9890531 1.3586851)
6927201374,1.3194163,103.7724137,6927201374,,,,POINT (103.7724137 1.3194163)
6927201378,1.3193569,103.772599,6927201378,,,,POINT (103.772599 1.3193569)
6927201379,1.3194578,103.7728187,6927201379,,,,POINT (103.7728187 1.3194578)
6932326963,1.3710472,103.8921509,6932326963,,,,POINT (103.8921509 1.3710472)
6932326964,1.3706306,103.8920728,6932326964,,,,POINT (103.8920728 1.3706306)
6932326965,1.3706692,103.8920322,6932326965,,,,POINT (103.8920322 1.3706692)
6933250166,1.3608496,103.8883355,6933250166,,,,POINT (103.8883355 1.3608496)
6933250168,1.3608707,103.8885458,6933250168,,,,POINT (103.8885458 1.3608707)
6933250170,1.3607853,103.8884647,6933250170,,,,POINT (103.8884647 1.3607853)
6933250171,1.3607777,103.8883701,6933250171,,,,POINT (103.8883701 1.3607777)
6935229289,1.3524035,103.8726964,6935229289,,,,POINT (103.8726964 1.3524035)
6935401654,1.3178985,103.7713985,6935401654,,,,POINT (103.7713985 1.3178985)
6935401656,1.3192309,103.7715606,6935401656,,,,POINT (103.7715606 1.3192309)
6935401659,1.3189298,103.7711351,6935401659,,,,POINT (103.7711351 1.3189298)
6935401660,1.3187748,103.7713624,6935401660,,,,POINT (103.7713624 1.3187748)
6935765922,1.2939694,103.8310249,6935765922,crossing,,,POINT (103.8310249 1.2939694)
6935895555,1.3404111,103.9364783,6935895555,,,,POINT (103.9364783 1.3404111)
6935895556,1.3404792,103.9363969,6935895556,,,,POINT (103.9363969 1.3404792)
6935900055,1.3116798,103.8755552,6935900055,crossing,,,POINT (103.8755552 1.3116798)
6935900058,1.3115439,103.8752193,6935900058,crossing,,,POINT (103.8752193 1.3115439)
6948996072,1.3418964,103.9673805,6948996072,,,,POINT (103.9673805 1.3418964)
6948996073,1.3418995,103.9673805,6948996073,,,,POINT (103.9673805 1.3418995)
6948996074,1.3419642,103.9673416,6948996074,,,,POINT (103.9673416 1.3419642)
6948996075,1.3419621,103.9673339,6948996075,,,,POINT (103.9673339 1.3419621)
6948996076,1.3416871,103.9668127,6948996076,,,,POINT (103.9668127 1.3416871)
6948996077,1.3416573,103.9669233,6948996077,,,,POINT (103.9669233 1.3416573)
6948996078,1.3416511,103.9669248,6948996078,,,,POINT (103.9669248 1.3416511)
6948996079,1.3416779,103.9668135,6948996079,,,,POINT (103.9668135 1.3416779)
6953097469,1.3083372,103.8949624,6953097469,,,,POINT (103.8949624 1.3083372)
6953097472,1.3078369,103.8952396,6953097472,,,,POINT (103.8952396 1.3078369)
6953315467,1.3953987,103.8973987,6953315467,,,,POINT (103.8973987 1.3953987)
6965893981,1.3337273,103.9338172,6965893981,,,,POINT (103.9338172 1.3337273)
6966571514,1.3976708,103.8878647,6966571514,,,,POINT (103.8878647 1.3976708)
6968025914,1.3208173,103.7767415,6968025914,,,,POINT (103.7767415 1.3208173)
6968102796,1.3511596,103.8357353,6968102796,,,,POINT (103.8357353 1.3511596)
6968668751,1.3085575,103.9247498,6968668751,,,,POINT (103.9247498 1.3085575)
6969589419,1.3516838,103.95401,6969589419,,,,POINT (103.95401 1.3516838)
6969846716,1.3530218,103.9549971,6969846716,,,,POINT (103.9549971 1.3530218)
6969846717,1.3547541,103.9554799,6969846717,,,,POINT (103.9554799 1.3547541)
6969887897,1.3608191,103.9618505,6969887897,,,,POINT (103.9618505 1.3608191)
6969887898,1.3609199,103.9619561,6969887898,,,,POINT (103.9619561 1.3609199)
6969887899,1.3611937,103.9622429,6969887899,,,,POINT (103.9622429 1.3611937)
6969887900,1.3625923,103.9634216,6969887900,,,,POINT (103.9634216 1.3625923)
6969887901,1.3616946,103.9625251,6969887901,,,,POINT (103.9625251 1.3616946)
6970557091,1.3618204,103.9894329,6970557091,,,,POINT (103.9894329 1.3618204)
6970557993,1.3618846,103.9892824,6970557993,,,,POINT (103.9892824 1.3618846)
6970558197,1.3610286,103.9912732,6970558197,,,,POINT (103.9912732 1.3610286)
6970564685,1.3610963,103.9911147,6970564685,,,,POINT (103.9911147 1.3610963)
6970569885,1.3619188,103.989297,6970569885,,,,POINT (103.989297 1.3619188)
6970569886,1.3614979,103.9901488,6970569886,,,,POINT (103.9901488 1.3614979)
6970569887,1.3614135,103.9901836,6970569887,,,,POINT (103.9901836 1.3614135)
6970569888,1.3618074,103.9894274,6970569888,,,,POINT (103.9894274 1.3618074)
6970569985,1.3618425,103.9894755,6970569985,,,,POINT (103.9894755 1.3618425)
6970569986,1.3615918,103.9898215,6970569986,,,,POINT (103.9898215 1.3615918)
6970569987,1.3615516,103.9899194,6970569987,,,,POINT (103.9899194 1.3615516)
6970569988,1.3616039,103.9899811,6970569988,,,,POINT (103.9899811 1.3616039)
6970569989,1.3615797,103.9900187,6970569989,,,,POINT (103.9900187 1.3615797)
6970569990,1.361384,103.9903137,6970569990,,,,POINT (103.9903137 1.361384)
6970569991,1.361333,103.9903593,6970569991,,,,POINT (103.9903593 1.361333)
6970569992,1.3612955,103.9904358,6970569992,,,,POINT (103.9904358 1.3612955)
6970569993,1.3611111,103.991109,6970569993,,,,POINT (103.991109 1.3611111)
6970569994,1.3611172,103.9911653,6970569994,,,,POINT (103.9911653 1.3611172)
6970569995,1.3612459,103.990427,6970569995,,,,POINT (103.990427 1.3612459)
6970570085,1.3618036,103.9895171,6970570085,,,,POINT (103.9895171 1.3618036)
6970570086,1.3617728,103.9895922,6970570086,,,,POINT (103.9895922 1.3617728)
6970570087,1.3615838,103.9897893,6970570087,,,,POINT (103.9897893 1.3615838)
6970570088,1.3616883,103.989784,6970570088,,,,POINT (103.989784 1.3616883)
6970570089,1.3615422,103.9898886,6970570089,,,,POINT (103.9898886 1.3615422)
6970570090,1.3616454,103.9898832,6970570090,,,,POINT (103.9898832 1.3616454)
6970570091,1.3615891,103.9899476,6970570091,,,,POINT (103.9899476 1.3615891)
6970570092,1.3615422,103.9900509,6970570092,,,,POINT (103.9900509 1.3615422)
6970570093,1.3613719,103.9902815,6970570093,,,,POINT (103.9902815 1.3613719)
6970570094,1.361628,103.9895996,6970570094,,,,POINT (103.9895996 1.361628)
6970570185,1.3617594,103.989552,6970570185,,,,POINT (103.989552 1.3617594)
6970570186,1.361636,103.9897223,6970570186,,,,POINT (103.9897223 1.361636)
6970570187,1.3617326,103.9896861,6970570187,,,,POINT (103.9896861 1.3617326)
6970570188,1.3616374,103.989847,6970570188,,,,POINT (103.989847 1.3616374)
6970570189,1.3614577,103.9900857,6970570189,,,,POINT (103.9900857 1.3614577)
6970570190,1.3615315,103.9901233,6970570190,,,,POINT (103.9901233 1.3615315)
6970570191,1.3614617,103.9903043,6970570191,,,,POINT (103.9903043 1.3614617)
6970570192,1.3614242,103.9903365,6970570192,,,,POINT (103.9903365 1.3614242)
6970570193,1.3610637,103.9912882,6970570193,,,,POINT (103.9912882 1.3610637)
6970570194,1.3609718,103.9910615,6970570194,,,,POINT (103.9910615 1.3609718)
6970570195,1.3617172,103.9896378,6970570195,,,,POINT (103.9896378 1.3617172)
6970570285,1.3617433,103.9896338,6970570285,,,,POINT (103.9896338 1.3617433)
6970570286,1.3615167,103.9901742,6970570286,,,,POINT (103.9901742 1.3615167)
6970570287,1.3614792,103.9902748,6970570287,,,,POINT (103.9902748 1.3614792)
6970570385,1.3616964,103.9896633,6970570385,,,,POINT (103.9896633 1.3616964)
6970570386,1.3616267,103.9896914,6970570386,,,,POINT (103.9896914 1.3616267)
6970570387,1.3617071,103.989725,6970570387,,,,POINT (103.989725 1.3617071)
6970570388,1.3616709,103.9898148,6970570388,,,,POINT (103.9898148 1.3616709)
6970570389,1.3614993,103.9899865,6970570389,,,,POINT (103.9899865 1.3614993)
6970570390,1.3615087,103.990016,6970570390,,,,POINT (103.990016 1.3615087)
6970570391,1.3614658,103.9901152,6970570391,,,,POINT (103.9901152 1.3614658)
6970570392,1.361561,103.990079,6970570392,,,,POINT (103.990079 1.361561)
6970570393,1.3614282,103.9902104,6970570393,,,,POINT (103.9902104 1.3614282)
6970570394,1.3614497,103.9902493,6970570394,,,,POINT (103.9902493 1.3614497)
6970570395,1.3612687,103.9904465,6970570395,,,,POINT (103.9904465 1.3612687)
6970570396,1.3610367,103.9909856,6970570396,,,,POINT (103.9909856 1.3610367)
6970570397,1.3611192,103.9911365,6970570397,,,,POINT (103.9911365 1.3611192)
6970570398,1.3612774,103.9904143,6970570398,,,,POINT (103.9904143 1.3612774)
6970570485,1.3616682,103.9897572,6970570485,,,,POINT (103.9897572 1.3616682)
6970570486,1.3614953,103.9902172,6970570486,,,,POINT (103.9902172 1.3614953)
6970570585,1.361628,103.9899141,6970570585,,,,POINT (103.9899141 1.361628)
6970584185,1.3619994,103.9890465,6970584185,,,,POINT (103.9890465 1.3619994)
6970584186,1.3620176,103.9890993,6970584186,,,,POINT (103.9890993 1.3620176)
6970584187,1.3617907,103.9896441,6970584187,,,,POINT (103.9896441 1.3617907)
6970584188,1.3617492,103.9897436,6970584188,,,,POINT (103.9897436 1.3617492)
6970584189,1.3615463,103.9902309,6970584189,,,,POINT (103.9902309 1.3615463)
6970584192,1.3615162,103.9898593,6970584192,,,,POINT (103.9898593 1.3615162)
6970584285,1.362015,103.9890549,6970584285,,,,POINT (103.9890549 1.362015)
6970584385,1.3620228,103.9890682,6970584385,,,,POINT (103.9890682 1.3620228)
6970584386,1.3620232,103.9890817,6970584386,,,,POINT (103.9890817 1.3620232)
6970584389,1.3616698,103.9899345,6970584389,,,,POINT (103.9899345 1.3616698)
6970584395,1.3615606,103.9897562,6970584395,,,,POINT (103.9897562 1.3615606)
6970584488,1.3615887,103.9901292,6970584488,,,,POINT (103.9901292 1.3615887)
6970584493,1.3616245,103.9896077,6970584493,,,,POINT (103.9896077 1.3616245)
6970584495,1.3614524,103.9900069,6970584495,,,,POINT (103.9900069 1.3614524)
6970584586,1.3616271,103.9900368,6970584586,,,,POINT (103.9900368 1.3616271)
6970584685,1.3617108,103.9898358,6970584685,,,,POINT (103.9898358 1.3617108)
6970723227,1.3311945,103.8484618,6970723227,,,,POINT (103.8484618 1.3311945)
6970748468,1.3613615,103.9902185,6970748468,,,,POINT (103.9902185 1.3613615)
6971959256,1.3548654,103.9553618,6971959256,,,,POINT (103.9553618 1.3548654)
6972695911,1.3570819,103.9579593,6972695911,,,,POINT (103.9579593 1.3570819)
6972695912,1.3569406,103.9578177,6972695912,,,,POINT (103.9578177 1.3569406)
6973294416,1.2656355,103.8231397,6973294416,,,,POINT (103.8231397 1.2656355)
6976031246,1.3005144,103.8572196,6976031246,,,,POINT (103.8572196 1.3005144)
6978455433,1.3753562,103.9547851,6978455433,,,,POINT (103.9547851 1.3753562)
6979104217,1.3155591,103.769526,6979104217,,,,POINT (103.769526 1.3155591)
6979190385,1.3797486,103.8867622,6979190385,,,,POINT (103.8867622 1.3797486)
6979633714,1.3897787,103.9877752,6979633714,,,,POINT (103.9877752 1.3897787)
6979633715,1.3897817,103.9877576,6979633715,,,,POINT (103.9877576 1.3897817)
6979633716,1.3891489,103.9879373,6979633716,,,,POINT (103.9879373 1.3891489)
6979633717,1.3890909,103.9876758,6979633717,,,,POINT (103.9876758 1.3890909)
6979633718,1.389106,103.987665,6979633718,,,,POINT (103.987665 1.389106)
6979633719,1.3896262,103.9872614,6979633719,,,,POINT (103.9872614 1.3896262)
6979758039,1.3009337,103.8499115,6979758039,,,,POINT (103.8499115 1.3009337)
6979758040,1.3002971,103.8497389,6979758040,,,,POINT (103.8497389 1.3002971)
6979917295,1.3175941,103.7716171,6979917295,,,,POINT (103.7716171 1.3175941)
6979917296,1.3177738,103.7714227,6979917296,,,,POINT (103.7714227 1.3177738)
6981846717,1.3049791,103.8315461,6981846717,crossing,,,POINT (103.8315461 1.3049791)
6981881347,1.3006861,103.8408016,6981881347,crossing,,,POINT (103.8408016 1.3006861)
6984175549,1.2799089,103.8521807,6984175549,,,,POINT (103.8521807 1.2799089)
6984175558,1.2800386,103.851976,6984175558,,,,POINT (103.851976 1.2800386)
6987340821,1.3442481,103.9831656,6987340821,,,,POINT (103.9831656 1.3442481)
6987340823,1.3474632,103.9845014,6987340823,,,,POINT (103.9845014 1.3474632)
6988690983,1.4117548,103.8341888,6988690983,,,,POINT (103.8341888 1.4117548)
6988719707,1.2912445,103.8624205,6988719707,,,,POINT (103.8624205 1.2912445)
6989434342,1.3098138,103.894296,6989434342,,,,POINT (103.894296 1.3098138)
6989434343,1.3100524,103.8942256,6989434343,,,,POINT (103.8942256 1.3100524)
6989434344,1.3100403,103.8942993,6989434344,,,,POINT (103.8942993 1.3100403)
6990246219,1.2796985,103.8493545,6990246219,,,,POINT (103.8493545 1.2796985)
6990256502,1.279421,103.8502458,6990256502,,,,POINT (103.8502458 1.279421)
6990356883,1.3085804,103.8948348,6990356883,,,,POINT (103.8948348 1.3085804)
6990413282,1.3036952,103.8967261,6990413282,,,,POINT (103.8967261 1.3036952)
6991306164,1.3493268,103.9853489,6991306164,,,,POINT (103.9853489 1.3493268)
6991306165,1.3492584,103.9853007,6991306165,,,,POINT (103.9853007 1.3492584)
