,y,x,osmid,ref,highway,geometry
5917409351,1.3972589,103.8969545,5917409351,,,POINT (103.8969545 1.3972589)
5917409352,1.3973215,103.897053,5917409352,,,POINT (103.897053 1.3973215)
5917409353,1.3973841,103.8971947,5917409353,,,POINT (103.8971947 1.3973841)
5917409354,1.3974137,103.8973794,5917409354,,,POINT (103.8973794 1.3974137)
5917409355,1.3973986,103.8975556,5917409355,,,POINT (103.8975556 1.3973986)
5917409356,1.3973406,103.8977693,5917409356,,,POINT (103.8977693 1.3973406)
5917409357,1.3956916,103.8962839,5917409357,,,POINT (103.8962839 1.3956916)
5917565366,1.3971888,103.8982503,5917565366,,,POINT (103.8982503 1.3971888)
5917596506,1.3865165,103.892227,5917596506,,,POINT (103.892227 1.3865165)
5917835964,1.3972766,103.8968873,5917835964,,,POINT (103.8968873 1.3972766)
5917941846,1.3961927,103.8964016,5917941846,,,POINT (103.8964016 1.3961927)
5917941847,1.3962132,103.8963547,5917941847,,,POINT (103.8963547 1.3962132)
5919537936,1.3958478,103.8962761,5919537936,,,POINT (103.8962761 1.3958478)
5919537937,1.3957961,103.8961823,5919537937,,,POINT (103.8961823 1.3957961)
5919537938,1.395764,103.8962761,5919537938,,,POINT (103.8962761 1.395764)
5919537939,1.3958089,103.8962701,5919537939,,,POINT (103.8962701 1.3958089)
5919537940,1.3958692,103.8962185,5919537940,,,POINT (103.8962185 1.3958692)
5921780815,1.3959742,103.9043416,5921780815,,,POINT (103.9043416 1.3959742)
5921905735,1.3924346,103.9066502,5921905735,,,POINT (103.9066502 1.3924346)
5921905736,1.39225,103.9068122,5921905736,,,POINT (103.9068122 1.39225)
5921905737,1.3922701,103.9067937,5921905737,,,POINT (103.9067937 1.3922701)
5921905738,1.3927078,103.9062935,5921905738,,,POINT (103.9062935 1.3927078)
5921905739,1.3927145,103.9061379,5921905739,,,POINT (103.9061379 1.3927145)
5921905740,1.392622,103.9059401,5921905740,,,POINT (103.9059401 1.392622)
5921905741,1.392555,103.9058644,5921905741,,,POINT (103.9058644 1.392555)
5921905742,1.3925463,103.906612,5921905742,,,POINT (103.906612 1.3925463)
5921905743,1.3927025,103.9064337,5921905743,,,POINT (103.9064337 1.3927025)
5921905744,1.3927427,103.9063344,5921905744,,,POINT (103.9063344 1.3927427)
5921905745,1.3927534,103.9062902,5921905745,,,POINT (103.9062902 1.3927534)
5921905746,1.3927541,103.9061701,5921905746,,,POINT (103.9061701 1.3927541)
5921905747,1.3927413,103.9060695,5921905747,,,POINT (103.9060695 1.3927413)
5921905748,1.3927239,103.9060213,5921905748,,,POINT (103.9060213 1.3927239)
5921905749,1.3927018,103.9059757,5921905749,,,POINT (103.9059757 1.3927018)
5921905750,1.3926797,103.9059348,5921905750,,,POINT (103.9059348 1.3926797)
5921905751,1.3926495,103.9058965,5921905751,,,POINT (103.9058965 1.3926495)
5921905752,1.3925295,103.9058315,5921905752,,,POINT (103.9058315 1.3925295)
5921905753,1.3926723,103.9060125,5921905753,,,POINT (103.9060125 1.3926723)
5921905754,1.3927018,103.9060823,5921905754,,,POINT (103.9060823 1.3927018)
5921905755,1.3927159,103.9062238,5921905755,,,POINT (103.9062238 1.3927159)
5921905756,1.3926468,103.906435,5921905756,,,POINT (103.906435 1.3926468)
5921905757,1.3926877,103.9063632,5921905757,,,POINT (103.9063632 1.3926877)
5921905758,1.3924933,103.9065979,5921905758,,,POINT (103.9065979 1.3924933)
5921905759,1.3925195,103.9065711,5921905759,,,POINT (103.9065711 1.3925195)
5921905760,1.3925142,103.9057898,5921905760,,,POINT (103.9057898 1.3925142)
5921905761,1.3923385,103.9056055,5921905761,,,POINT (103.9056055 1.3923385)
5921941609,1.392803,103.9071444,5921941609,,,POINT (103.9071444 1.392803)
5921941610,1.3927159,103.9070633,5921941610,,,POINT (103.9070633 1.3927159)
5921941613,1.3924006,103.9067473,5921941613,,,POINT (103.9067473 1.3924006)
5921941614,1.3923667,103.9067128,5921941614,,,POINT (103.9067128 1.3923667)
5921941615,1.3925844,103.9069345,5921941615,,,POINT (103.9069345 1.3925844)
5921941616,1.3927615,103.9071035,5921941616,,,POINT (103.9071035 1.3927615)
5921970428,1.3957961,103.8951623,5921970428,,,POINT (103.8951623 1.3957961)
5921972188,1.3913222,103.9077285,5921972188,,,POINT (103.9077285 1.3913222)
5925329444,1.3901216,103.8906723,5925329444,,,POINT (103.8906723 1.3901216)
5926000750,1.393964,103.9016188,5926000750,,,POINT (103.9016188 1.393964)
5926062865,1.3938454,103.9023332,5926062865,,,POINT (103.9023332 1.3938454)
5926112514,1.391709,103.9031815,5926112514,,,POINT (103.9031815 1.391709)
5926112515,1.3921756,103.9032023,5926112515,,,POINT (103.9032023 1.3921756)
5927875676,1.3898471,103.9090971,5927875676,,,POINT (103.9090971 1.3898471)
5927875677,1.3898219,103.9090555,5927875677,,,POINT (103.9090555 1.3898219)
5927875678,1.3904467,103.9085647,5927875678,,,POINT (103.9085647 1.3904467)
5927881036,1.3914683,103.894237,5927881036,,,POINT (103.894237 1.3914683)
5927881037,1.3905419,103.8949478,5927881037,,,POINT (103.8949478 1.3905419)
5927881038,1.3911935,103.8933492,5927881038,,,POINT (103.8933492 1.3911935)
5927881039,1.3914321,103.8943161,5927881039,,,POINT (103.8943161 1.3914321)
5927901017,1.3909267,103.9031178,5927901017,,,POINT (103.9031178 1.3909267)
5927902125,1.3908623,103.8965716,5927902125,,,POINT (103.8965716 1.3908623)
5927902126,1.3904642,103.8954372,5927902126,,,POINT (103.8954372 1.3904642)
5927902127,1.389895,103.8968253,5927902127,,,POINT (103.8968253 1.389895)
5927909048,1.3915448,103.9031714,5927909048,,,POINT (103.9031714 1.3915448)
5927909049,1.3914013,103.9033632,5927909049,,,POINT (103.9033632 1.3914013)
5927913998,1.3901384,103.9045005,5927913998,,,POINT (103.9045005 1.3901384)
5927945315,1.3909361,103.9047211,5927945315,,,POINT (103.9047211 1.3909361)
5927983201,1.3909153,103.8976185,5927983201,,,POINT (103.8976185 1.3909153)
5927983202,1.3902195,103.8974811,5927983202,,,POINT (103.8974811 1.3902195)
5927983203,1.3891624,103.8970197,5927983203,,,POINT (103.8970197 1.3891624)
5928012761,1.3890524,103.893773,5928012761,,,POINT (103.893773 1.3890524)
5928012762,1.3882258,103.8941905,5928012762,,,POINT (103.8941905 1.3882258)
5928047949,1.388557,103.8968929,5928047949,,,POINT (103.8968929 1.388557)
5928047950,1.3873363,103.8963801,5928047950,,,POINT (103.8963801 1.3873363)
5928047951,1.3882852,103.8959876,5928047951,,,POINT (103.8959876 1.3882852)
5928065375,1.3946378,103.9002547,5928065375,,,POINT (103.9002547 1.3946378)
5928095839,1.3876782,103.9001097,5928095839,,,POINT (103.9001097 1.3876782)
5928127315,1.396763,103.8919026,5928127315,,,POINT (103.8919026 1.396763)
5928146101,1.3957653,103.8952817,5928146101,,,POINT (103.8952817 1.3957653)
5928271936,1.3915406,103.8986775,5928271936,,,POINT (103.8986775 1.3915406)
5928271937,1.3912076,103.8977192,5928271937,,,POINT (103.8977192 1.3912076)
5928271938,1.3925784,103.8983019,5928271938,,,POINT (103.8983019 1.3925784)
5928271939,1.3920957,103.8973925,5928271939,,,POINT (103.8973925 1.3920957)
5928271940,1.3914697,103.8988719,5928271940,,,POINT (103.8988719 1.3914697)
5928271941,1.3925972,103.8981664,5928271941,,,POINT (103.8981664 1.3925972)
5928296087,1.3930584,103.8943537,5928296087,,,POINT (103.8943537 1.3930584)
5928309545,1.3863924,103.9037248,5928309545,,,POINT (103.9037248 1.3863924)
5928309546,1.3872123,103.9045827,5928309546,,,POINT (103.9045827 1.3872123)
5928314177,1.393715,103.8923519,5928314177,,,POINT (103.8923519 1.393715)
5928379370,1.3923814,103.8946219,5928379370,,,POINT (103.8946219 1.3923814)
5928379371,1.3916097,103.8942795,5928379371,,,POINT (103.8942795 1.3916097)
5928408726,1.3879666,103.9064913,5928408726,,,POINT (103.9064913 1.3879666)
5928408727,1.3878297,103.9065953,5928408727,,,POINT (103.9065953 1.3878297)
5928408728,1.3890965,103.9055419,5928408728,,,POINT (103.9055419 1.3890965)
5928408729,1.3892565,103.9053493,5928408729,,,POINT (103.9053493 1.3892565)
5928411169,1.3893245,103.8929938,5928411169,,,POINT (103.8929938 1.3893245)
5928464206,1.3942222,103.8987605,5928464206,,,POINT (103.8987605 1.3942222)
5928804603,1.3946311,103.8999179,5928804603,,,POINT (103.8999179 1.3946311)
5928804604,1.3943804,103.9006381,5928804604,,,POINT (103.9006381 1.3943804)
5933570286,1.4040804,103.891609,5933570286,,,POINT (103.891609 1.4040804)
5936095560,1.4108549,103.8976783,5936095560,,,POINT (103.8976783 1.4108549)
5936095561,1.4101816,103.8972274,5936095561,,,POINT (103.8972274 1.4101816)
5950442157,1.3911781,103.9096577,5950442157,,,POINT (103.9096577 1.3911781)
5950442158,1.3912943,103.9097619,5950442158,,,POINT (103.9097619 1.3912943)
5952740492,1.3887406,103.8947034,5952740492,,,POINT (103.8947034 1.3887406)
5952740493,1.3886408,103.89467,5952740493,,speed_camera,POINT (103.89467 1.3886408)
5952932440,1.4061852,103.9074401,5952932440,,,POINT (103.9074401 1.4061852)
5952932441,1.4059986,103.9074075,5952932441,,,POINT (103.9074075 1.4059986)
5952932527,1.3951061,103.9166704,5952932527,,,POINT (103.9166704 1.3951061)
5952932528,1.3952493,103.9165264,5952932528,,,POINT (103.9165264 1.3952493)
5952938512,1.4024943,103.8998688,5952938512,,,POINT (103.8998688 1.4024943)
5952938513,1.4023287,103.8998077,5952938513,,,POINT (103.8998077 1.4023287)
5952939431,1.4067421,103.8978372,5952939431,,,POINT (103.8978372 1.4067421)
5952939432,1.4065847,103.8975633,5952939432,,,POINT (103.8975633 1.4065847)
5952940870,1.3883854,103.9058829,5952940870,,,POINT (103.9058829 1.3883854)
5952940871,1.3884691,103.9058136,5952940871,,,POINT (103.9058136 1.3884691)
5952944002,1.3887153,103.9062471,5952944002,,,POINT (103.9062471 1.3887153)
5952944003,1.3888085,103.9061445,5952944003,,,POINT (103.9061445 1.3888085)
5952952756,1.3863769,103.8938166,5952952756,,,POINT (103.8938166 1.3863769)
5952952757,1.3864125,103.8936698,5952952757,,,POINT (103.8936698 1.3864125)
5952954073,1.3865209,103.8940542,5952954073,,,POINT (103.8940542 1.3865209)
5952954074,1.3866603,103.8940907,5952954074,,,POINT (103.8940907 1.3866603)
5952960938,1.3865563,103.9077584,5952960938,,,POINT (103.9077584 1.3865563)
5952960939,1.386672,103.9077035,5952960939,,,POINT (103.9077035 1.386672)
5952971775,1.3909867,103.8929266,5952971775,,,POINT (103.8929266 1.3909867)
5952971776,1.391023,103.8927946,5952971776,,,POINT (103.8927946 1.391023)
5952971988,1.3867957,103.9073827,5952971988,,,POINT (103.9073827 1.3867957)
5952971989,1.3867561,103.9073038,5952971989,,,POINT (103.9073038 1.3867561)
5952972947,1.3990479,103.8957525,5952972947,,,POINT (103.8957525 1.3990479)
5952972948,1.3990521,103.8955791,5952972948,,,POINT (103.8955791 1.3990521)
5952973572,1.3927684,103.8951649,5952973572,,,POINT (103.8951649 1.3927684)
5965665957,1.4170238,103.9061279,5965665957,,,POINT (103.9061279 1.4170238)
5965665958,1.417062,103.9060465,5965665958,,,POINT (103.9060465 1.417062)
5966612989,1.4031189,103.902983,5966612989,,traffic_signals,POINT (103.902983 1.4031189)
5971150860,1.4070332,103.9054701,5971150860,,,POINT (103.9054701 1.4070332)
5991894321,1.386202,103.9218262,5991894321,,,POINT (103.9218262 1.386202)
5991894322,1.3872773,103.922773,5991894322,,,POINT (103.922773 1.3872773)
5991894325,1.3859236,103.9214941,5991894325,,,POINT (103.9214941 1.3859236)
5992186379,1.3876257,103.9129309,5992186379,7,motorway_junction,POINT (103.9129309 1.3876257)
5992186380,1.3867182,103.9139604,5992186380,,,POINT (103.9139604 1.3867182)
5992186381,1.3852487,103.9153337,5992186381,,,POINT (103.9153337 1.3852487)
5995730666,1.4160226,103.8937162,5995730666,,,POINT (103.8937162 1.4160226)
6015576938,1.3890849,103.906927,6015576938,,,POINT (103.906927 1.3890849)
6031799424,1.4160382,103.8938653,6031799424,,,POINT (103.8938653 1.4160382)
6036101975,1.4022109,103.9129992,6036101975,,,POINT (103.9129992 1.4022109)
6036101980,1.4020712,103.9131942,6036101980,,,POINT (103.9131942 1.4020712)
6038491560,1.4187288,103.9084554,6038491560,,,POINT (103.9084554 1.4187288)
6038493529,1.4193522,103.9096101,6038493529,,,POINT (103.9096101 1.4193522)
6038742430,1.3958458,103.8956518,6038742430,,,POINT (103.8956518 1.3958458)
6038742431,1.3952907,103.8978714,6038742431,,,POINT (103.8978714 1.3952907)
6041680313,1.391345,103.9097173,6041680313,,,POINT (103.9097173 1.391345)
6041680314,1.3903421,103.9105877,6041680314,,,POINT (103.9105877 1.3903421)
6041680315,1.3902349,103.9104724,6041680315,,,POINT (103.9104724 1.3902349)
6045871039,1.3886206,103.8950437,6045871039,,,POINT (103.8950437 1.3886206)
6046167491,1.3946603,103.9163379,6046167491,,,POINT (103.9163379 1.3946603)
6046171681,1.4023123,103.9003016,6046171681,,,POINT (103.9003016 1.4023123)
6056218219,1.3914251,103.9120803,6056218219,,,POINT (103.9120803 1.3914251)
6056460267,1.3994538,103.8922705,6056460267,,,POINT (103.8922705 1.3994538)
6056477603,1.3890007,103.8969639,6056477603,,,POINT (103.8969639 1.3890007)
6056477611,1.3907405,103.896529,6056477611,,,POINT (103.896529 1.3907405)
6071831373,1.3878955,103.9239071,6071831373,,,POINT (103.9239071 1.3878955)
6071831374,1.3876219,103.9236672,6071831374,,,POINT (103.9236672 1.3876219)
6071831376,1.3874597,103.923483,6071831376,,,POINT (103.923483 1.3874597)
6071833797,1.3885435,103.9235932,6071833797,,,POINT (103.9235932 1.3885435)
6071833798,1.3885814,103.9238179,6071833798,,,POINT (103.9238179 1.3885814)
6071833802,1.3894868,103.9243206,6071833802,,,POINT (103.9243206 1.3894868)
6071833804,1.3898673,103.9246332,6071833804,,,POINT (103.9246332 1.3898673)
6071833805,1.3902372,103.9248982,6071833805,,,POINT (103.9248982 1.3902372)
6071833806,1.3905559,103.925148,6071833806,,,POINT (103.925148 1.3905559)
6071833807,1.3909819,103.9255146,6071833807,,,POINT (103.9255146 1.3909819)
6071833809,1.3912129,103.9257282,6071833809,,,POINT (103.9257282 1.3912129)
6071833810,1.3871647,103.9229017,6071833810,,,POINT (103.9229017 1.3871647)
6071833813,1.3861806,103.9220327,6071833813,,,POINT (103.9220327 1.3861806)
6073336622,1.3949609,103.9060508,6073336622,,,POINT (103.9060508 1.3949609)
6073336623,1.3947142,103.9063109,6073336623,,,POINT (103.9063109 1.3947142)
6073336624,1.3952628,103.9055885,6073336624,,,POINT (103.9055885 1.3952628)
6076534752,1.3951861,103.9057122,6076534752,,,POINT (103.9057122 1.3951861)
6076534753,1.3953075,103.9055314,6076534753,,,POINT (103.9055314 1.3953075)
6076613473,1.3973896,103.902477,6076613473,,,POINT (103.902477 1.3973896)
6076613474,1.3974361,103.902348,6076613474,,,POINT (103.902348 1.3974361)
6076613475,1.3974426,103.9023287,6076613475,,,POINT (103.9023287 1.3974426)
6076613476,1.3974552,103.9023047,6076613476,,,POINT (103.9023047 1.3974552)
6076613477,1.3973949,103.9024438,6076613477,,,POINT (103.9024438 1.3973949)
6086062647,1.3914118,103.9260865,6086062647,,,POINT (103.9260865 1.3914118)
6086062656,1.3915132,103.9260224,6086062656,,,POINT (103.9260224 1.3915132)
6086062658,1.3914306,103.9259331,6086062658,,,POINT (103.9259331 1.3914306)
6091365443,1.3883102,103.9239208,6091365443,,,POINT (103.9239208 1.3883102)
6091365444,1.388012,103.9239064,6091365444,,,POINT (103.9239064 1.388012)
6091365447,1.3883685,103.9236795,6091365447,,,POINT (103.9236795 1.3883685)
6091365448,1.3880549,103.9232773,6091365448,,,POINT (103.9232773 1.3880549)
6091365450,1.3884411,103.9233985,6091365450,,,POINT (103.9233985 1.3884411)
6091365451,1.3885611,103.9234188,6091365451,,,POINT (103.9234188 1.3885611)
6091365453,1.389137,103.9233415,6091365453,,,POINT (103.9233415 1.389137)
6091365454,1.3892606,103.9235116,6091365454,,,POINT (103.9235116 1.3892606)
6091365459,1.3891655,103.9240779,6091365459,,,POINT (103.9240779 1.3891655)
6091365460,1.3890287,103.9241488,6091365460,,,POINT (103.9241488 1.3890287)
6091365463,1.3884383,103.9239438,6091365463,,,POINT (103.9239438 1.3884383)
6091365465,1.3881448,103.9238219,6091365465,,,POINT (103.9238219 1.3881448)
6091365468,1.3879592,103.923405,6091365468,,,POINT (103.923405 1.3879592)
6091365469,1.3876741,103.9242268,6091365469,,,POINT (103.9242268 1.3876741)
6091365472,1.3855438,103.9251961,6091365472,,,POINT (103.9251961 1.3855438)
6091365481,1.3864149,103.9246198,6091365481,,,POINT (103.9246198 1.3864149)
6091365482,1.3876312,103.9240792,6091365482,,,POINT (103.9240792 1.3876312)
6094013030,1.391279,103.9261713,6094013030,,,POINT (103.9261713 1.391279)
6094013031,1.3913256,103.9261365,6094013031,,,POINT (103.9261365 1.3913256)
6094013032,1.3912984,103.9261544,6094013032,,,POINT (103.9261544 1.3912984)
6094013038,1.3891354,103.9237204,6094013038,,,POINT (103.9237204 1.3891354)
6094013039,1.3891345,103.9239519,6094013039,,,POINT (103.9239519 1.3891345)
6094013040,1.3891472,103.9240127,6094013040,,,POINT (103.9240127 1.3891472)
6094013041,1.3891244,103.9238784,6094013041,,,POINT (103.9238784 1.3891244)
6094013042,1.3891852,103.9236207,6094013042,,,POINT (103.9236207 1.3891852)
6094013043,1.3891573,103.9236697,6094013043,,,POINT (103.9236697 1.3891573)
6094013044,1.3891252,103.9237669,6094013044,,,POINT (103.9237669 1.3891252)
6094013045,1.389121,103.9238268,6094013045,,,POINT (103.9238268 1.389121)
6094013046,1.3882418,103.9233427,6094013046,,,POINT (103.9233427 1.3882418)
6094013047,1.3883482,103.9233782,6094013047,,,POINT (103.9233782 1.3883482)
6094013048,1.38886,103.9233934,6094013048,,,POINT (103.9233934 1.38886)
6094013049,1.3887519,103.9234086,6094013049,,,POINT (103.9234086 1.3887519)
6094013050,1.3886624,103.9234171,6094013050,,,POINT (103.9234171 1.3886624)
6094013051,1.3880388,103.9235133,6094013051,,,POINT (103.9235133 1.3880388)
6094013052,1.388079,103.9235736,6094013052,,,POINT (103.9235736 1.388079)
6094013053,1.3881099,103.9236367,6094013053,,,POINT (103.9236367 1.3881099)
6094013054,1.3881367,103.9237145,6094013054,,,POINT (103.9237145 1.3881367)
6094013055,1.3886609,103.9240108,6094013055,,,POINT (103.9240108 1.3886609)
6094013056,1.388551,103.923976,6094013056,,,POINT (103.923976 1.388551)
6094013057,1.3879369,103.9239104,6094013057,,,POINT (103.9239104 1.3879369)
6094013058,1.3878398,103.9238868,6094013058,,,POINT (103.9238868 1.3878398)
6094013059,1.3877814,103.923839,6094013059,,,POINT (103.923839 1.3877814)
6094013060,1.3877384,103.9238057,6094013060,,,POINT (103.9238057 1.3877384)
6094013061,1.3875708,103.9231653,6094013061,,,POINT (103.9231653 1.3875708)
6094013062,1.3876822,103.9230519,6094013062,,,POINT (103.9230519 1.3876822)
6094013063,1.3869796,103.9225611,6094013063,,,POINT (103.9225611 1.3869796)
6094013064,1.3867544,103.9223868,6094013064,,,POINT (103.9223868 1.3867544)
6094013065,1.3865399,103.9221776,6094013065,,,POINT (103.9221776 1.3865399)
6094013066,1.3868777,103.9226899,6094013066,,,POINT (103.9226899 1.3868777)
6094013067,1.3866257,103.922486,6094013067,,,POINT (103.922486 1.3866257)
6094013068,1.3863227,103.9221775,6094013068,,,POINT (103.9221775 1.3863227)
6094013629,1.385764,103.9212876,6094013629,,,POINT (103.9212876 1.385764)
6094013634,1.3874144,103.9234463,6094013634,,,POINT (103.9234463 1.3874144)
6094013635,1.3873676,103.9234197,6094013635,,,POINT (103.9234197 1.3873676)
6094013636,1.3873161,103.9234002,6094013636,,,POINT (103.9234002 1.3873161)
6094013637,1.3872469,103.9233867,6094013637,,,POINT (103.9233867 1.3872469)
6094013643,1.385714,103.9249617,6094013643,,,POINT (103.9249617 1.385714)
6094013644,1.3864675,103.9247391,6094013644,,,POINT (103.9247391 1.3864675)
6094013645,1.3899513,103.9229727,6094013645,,,POINT (103.9229727 1.3899513)
6094013646,1.390029,103.9231518,6094013646,,,POINT (103.9231518 1.390029)
6094013647,1.3908263,103.9227226,6094013647,,,POINT (103.9227226 1.3908263)
6094013648,1.3911945,103.9224658,6094013648,,,POINT (103.9224658 1.3911945)
6094013649,1.3910188,103.9223475,6094013649,,,POINT (103.9223475 1.3910188)
6094013650,1.3907317,103.9225368,6094013650,,,POINT (103.9225368 1.3907317)
6094013651,1.3904783,103.9229288,6094013651,,,POINT (103.9229288 1.3904783)
6094013652,1.3917823,103.921648,6094013652,,,POINT (103.921648 1.3917823)
6094013653,1.3913668,103.9220772,6094013653,,,POINT (103.9220772 1.3913668)
6094013654,1.3915357,103.9221718,6094013654,,,POINT (103.9221718 1.3915357)
6094013657,1.3857998,103.9216197,6094013657,,,POINT (103.9216197 1.3857998)
6094437074,1.4012702,103.9143066,6094437074,,,POINT (103.9143066 1.4012702)
6094437075,1.4013882,103.9141417,6094437075,,,POINT (103.9141417 1.4013882)
6094464519,1.4003706,103.9096959,6094464519,,,POINT (103.9096959 1.4003706)
6094584727,1.3960314,103.9101733,6094584727,,,POINT (103.9101733 1.3960314)
6094584728,1.4004672,103.9053789,6094584728,,,POINT (103.9053789 1.4004672)
6094609719,1.4033859,103.9107513,6094609719,,,POINT (103.9107513 1.4033859)
6094877452,1.4035961,103.9066672,6094877452,,,POINT (103.9066672 1.4035961)
6094895083,1.4065573,103.9011091,6094895083,,,POINT (103.9011091 1.4065573)
6095437869,1.4004484,103.9086471,6095437869,,,POINT (103.9086471 1.4004484)
6096288259,1.4001487,103.9143287,6096288259,,,POINT (103.9143287 1.4001487)
6096308199,1.400187,103.9154962,6096308199,,,POINT (103.9154962 1.400187)
6096308200,1.4001186,103.9155934,6096308200,,,POINT (103.9155934 1.4001186)
6096312716,1.3992605,103.8965759,6096312716,,,POINT (103.8965759 1.3992605)
6096316681,1.4034911,103.8955566,6096316681,,,POINT (103.8955566 1.4034911)
6097570168,1.3962029,103.8938557,6097570168,,,POINT (103.8938557 1.3962029)
6097720930,1.4032097,103.8997962,6097720930,,,POINT (103.8997962 1.4032097)
6097720931,1.3976289,103.9079136,6097720931,,,POINT (103.9079136 1.3976289)
6097740866,1.4019959,103.899213,6097740866,,,POINT (103.899213 1.4019959)
6097740867,1.4016905,103.899119,6097740867,,,POINT (103.899119 1.4016905)
6097757017,1.4004082,103.9043798,6097757017,,,POINT (103.9043798 1.4004082)
6097790106,1.3942798,103.9101559,6097790106,,,POINT (103.9101559 1.3942798)
6097902280,1.4028482,103.8988618,6097902280,,,POINT (103.8988618 1.4028482)
6100593920,1.3940375,103.8913769,6100593920,,,POINT (103.8913769 1.3940375)
6112668528,1.3876245,103.8976206,6112668528,,,POINT (103.8976206 1.3876245)
6112668529,1.3872746,103.8985835,6112668529,,,POINT (103.8985835 1.3872746)
6112668530,1.3870131,103.8993251,6112668530,,,POINT (103.8993251 1.3870131)
6112879828,1.40098,103.9031734,6112879828,,,POINT (103.9031734 1.40098)
6112890048,1.4018883,103.9009298,6112890048,,,POINT (103.9009298 1.4018883)
6113106114,1.394624,103.9163107,6113106114,,,POINT (103.9163107 1.394624)
6113106115,1.3946807,103.9162874,6113106115,,,POINT (103.9162874 1.3946807)
6113106116,1.3947155,103.9162298,6113106116,,,POINT (103.9162298 1.3947155)
6113106117,1.3947222,103.9161815,6113106117,,,POINT (103.9161815 1.3947222)
6113106118,1.3946994,103.9161319,6113106118,,,POINT (103.9161319 1.3946994)
6113106119,1.3944125,103.9159361,6113106119,,,POINT (103.9159361 1.3944125)
6113139217,1.4007943,103.9032502,6113139217,,,POINT (103.9032502 1.4007943)
6113139218,1.4005047,103.9038151,6113139218,,,POINT (103.9038151 1.4005047)
6113232348,1.3909998,103.8966168,6113232348,,,POINT (103.8966168 1.3909998)
6113430690,1.3892428,103.9052099,6113430690,,,POINT (103.9052099 1.3892428)
6113510552,1.4052562,103.8971499,6113510552,,,POINT (103.8971499 1.4052562)
6113518740,1.3956446,103.9054808,6113518740,,,POINT (103.9054808 1.3956446)
6114405183,1.4123934,103.8985996,6114405183,,,POINT (103.8985996 1.4123934)
6114700740,1.3999067,103.9200962,6114700740,,,POINT (103.9200962 1.3999067)
6114856620,1.3863984,103.8949203,6114856620,,,POINT (103.8949203 1.3863984)
6115282138,1.399652,103.9165476,6115282138,,,POINT (103.9165476 1.399652)
6115500844,1.3927407,103.8949156,6115500844,,,POINT (103.8949156 1.3927407)
6115730083,1.4038042,103.9035067,6115730083,,,POINT (103.9035067 1.4038042)
6115995713,1.4096901,103.8968772,6115995713,,,POINT (103.8968772 1.4096901)
6116026374,1.4014164,103.9152414,6116026374,,,POINT (103.9152414 1.4014164)
6116026375,1.4013426,103.9151877,6116026375,,,POINT (103.9151877 1.4013426)
6116065335,1.4043096,103.9114098,6116065335,,,POINT (103.9114098 1.4043096)
6116065336,1.4040227,103.9112207,6116065336,,,POINT (103.9112207 1.4040227)
6116166307,1.4044598,103.9116123,6116166307,,,POINT (103.9116123 1.4044598)
6117308308,1.4025634,103.891703,6117308308,,,POINT (103.891703 1.4025634)
6117308309,1.4024393,103.8925526,6117308309,,,POINT (103.8925526 1.4024393)
6117308310,1.4023254,103.8933465,6117308310,,,POINT (103.8933465 1.4023254)
6117311031,1.4025225,103.8923085,6117311031,,,POINT (103.8923085 1.4025225)
6117311032,1.4022986,103.8938494,6117311032,,,POINT (103.8938494 1.4022986)
6117350303,1.3975301,103.9136439,6117350303,,,POINT (103.9136439 1.3975301)
6117467799,1.4020921,103.8951771,6117467799,,,POINT (103.8951771 1.4020921)
6117472599,1.4038632,103.8936375,6117472599,,,POINT (103.8936375 1.4038632)
6117472600,1.4039811,103.8928235,6117472600,,,POINT (103.8928235 1.4039811)
6117472601,1.4040755,103.8922037,6117472601,,,POINT (103.8922037 1.4040755)
6119769348,1.397169,103.8982987,6119769348,,,POINT (103.8982987 1.397169)
6119769349,1.3970752,103.8985232,6119769349,,,POINT (103.8985232 1.3970752)
6130694010,1.3871285,103.896313,6130694010,,,POINT (103.896313 1.3871285)
6130698973,1.3901598,103.8903558,6130698973,,,POINT (103.8903558 1.3901598)
6130698974,1.3897267,103.8915521,6130698974,,,POINT (103.8915521 1.3897267)
6138491858,1.4150515,103.8929918,6138491858,,,POINT (103.8929918 1.4150515)
6138511291,1.3871754,103.8991052,6138511291,,,POINT (103.8991052 1.3871754)
6138602119,1.3888392,103.8920295,6138602119,,,POINT (103.8920295 1.3888392)
6138605069,1.3891596,103.8932016,6138605069,,,POINT (103.8932016 1.3891596)
6138612964,1.3888473,103.8969044,6138612964,,,POINT (103.8969044 1.3888473)
6138645937,1.3942141,103.8988745,6138645937,,,POINT (103.8988745 1.3942141)
6138662551,1.3940278,103.8986787,6138662551,,,POINT (103.8986787 1.3940278)
6138672232,1.3944823,103.9006823,6138672232,,,POINT (103.9006823 1.3944823)
6138906622,1.4063475,103.8983227,6138906622,,,POINT (103.8983227 1.4063475)
6142588815,1.4205562,103.8910452,6142588815,,,POINT (103.8910452 1.4205562)
6143041966,1.4149119,103.8965356,6143041966,,,POINT (103.8965356 1.4149119)
6143041967,1.4145847,103.8972303,6143041967,,,POINT (103.8972303 1.4145847)
6143041968,1.4136865,103.8991186,6143041968,,,POINT (103.8991186 1.4136865)
6143044013,1.4157487,103.8948001,6143044013,,,POINT (103.8948001 1.4157487)
6143044014,1.4156859,103.8949436,6143044014,,,POINT (103.8949436 1.4156859)
